epoch,accuracy,loss,val_accuracy,val_loss
0,0.4056399166584015,1.6842209100723267,0.47983869910240173,1.0552178621292114
1,0.42010122537612915,1.2628397941589355,0.5483871102333069,0.9314534068107605
2,0.44757771492004395,1.0666216611862183,0.5483871102333069,0.9289261698722839
3,0.46493130922317505,1.0354206562042236,0.524193525314331,0.9835224747657776
4,0.4634851813316345,1.083828330039978,0.5725806355476379,0.9144994616508484
5,0.49385392665863037,0.9959724545478821,0.5524193644523621,0.9055001139640808
6,0.46926969289779663,1.0090807676315308,0.5967742204666138,0.8783068060874939
7,0.4974692761898041,0.9994459748268127,0.5322580933570862,0.9590991139411926
8,0.4815618097782135,1.0139851570129395,0.5846773982048035,0.8674865365028381
9,0.5010846257209778,0.9789301753044128,0.4959677457809448,0.9419116377830505
10,0.4931308627128601,0.9908718466758728,0.47983869910240173,1.033294677734375
11,0.5155459046363831,0.9683577418327332,0.5645161271095276,0.8715789914131165
12,0.48228487372398376,0.9989545941352844,0.6169354915618896,0.8598762154579163
13,0.49240779876708984,1.0088112354278564,0.6129032373428345,0.9057981967926025
14,0.4851771593093872,0.9961902499198914,0.5645161271095276,0.8834800720214844
15,0.5104844570159912,0.9694517254829407,0.47580644488334656,0.9762148261070251
16,0.48662328720092773,0.9913181066513062,0.5846773982048035,0.8789548277854919
17,0.5206073522567749,0.9657938480377197,0.5524193644523621,0.8824576735496521
18,0.49385392665863037,0.9653763175010681,0.5524193644523621,0.8775496482849121
19,0.512653648853302,0.975547194480896,0.5524193644523621,0.9023224711418152
20,0.5010846257209778,0.9651760458946228,0.5524193644523621,0.9184950590133667
21,0.5054230093955994,0.9780212640762329,0.6088709831237793,0.8849106431007385
22,0.5075922012329102,0.9628337025642395,0.6088709831237793,0.8663309812545776
23,0.5177150964736938,0.9668558239936829,0.6088709831237793,0.865619421005249
24,0.5343456268310547,0.950619101524353,0.5846773982048035,0.8722980618476868
25,0.5162689685821533,0.9603468179702759,0.5766128897666931,0.8932243585586548
26,0.5263919234275818,0.9519826769828796,0.600806474685669,0.870569109916687
27,0.5061460733413696,0.9628105759620667,0.6209677457809448,0.866830050945282
28,0.5003615617752075,0.9694820046424866,0.5725806355476379,0.9010617733001709
29,0.5025307536125183,0.9557574391365051,0.5967742204666138,0.8704322576522827
30,0.4967462122440338,0.9933438301086426,0.5645161271095276,0.9120392203330994
31,0.4815618097782135,0.9866607189178467,0.6088709831237793,0.9329926371574402
32,0.5213304162025452,0.9709488749504089,0.6048387289047241,0.858330249786377
33,0.5321764349937439,0.9600198268890381,0.5645161271095276,0.9190729856491089
34,0.5090383291244507,0.9638767242431641,0.5322580933570862,0.936779260635376
35,0.4974692761898041,0.9742326736450195,0.5887096524238586,0.8449344038963318
36,0.501807689666748,0.9649806618690491,0.5887096524238586,0.8864621520042419
37,0.527114987373352,0.9526989459991455,0.5887096524238586,0.8627168536186218
38,0.5220534801483154,0.9592525362968445,0.5846773982048035,0.8508773446083069
39,0.524222731590271,0.9479865431785583,0.5927419066429138,0.8485420942306519
40,0.5415762662887573,0.9338701963424683,0.6048387289047241,0.8737978935241699
41,0.5300072431564331,0.9620370268821716,0.5927419066429138,0.8574376106262207
42,0.494577020406723,0.9831278324127197,0.6088709831237793,0.8735688924789429
43,0.512653648853302,0.9721651673316956,0.6129032373428345,0.8650450706481934
44,0.5227765440940857,0.9612502455711365,0.5685483813285828,0.9013124108314514
45,0.5249457955360413,0.9409133195877075,0.6129032373428345,0.8536415100097656
46,0.5133767127990723,0.9547682404518127,0.6088709831237793,0.8480722904205322
47,0.5314533710479736,0.9483739733695984,0.5524193644523621,0.9202926158905029
48,0.5227765440940857,0.949537992477417,0.6048387289047241,0.8882151246070862
49,0.5104844570159912,0.9488145112991333,0.6169354915618896,0.8597500920295715
