epoch,accuracy,loss,val_accuracy,val_loss
0,0.4389009475708008,2.5907883644104004,0.5080645084381104,0.9389946460723877
1,0.5437454581260681,0.9595328569412231,0.6330645084381104,0.8020873069763184
2,0.5618221163749695,0.9074530601501465,0.6935483813285828,0.766373336315155
3,0.5690527558326721,0.8538906574249268,0.6169354915618896,0.7965400815010071
4,0.5741142630577087,0.877286970615387,0.5967742204666138,0.7905357480049133
5,0.5827910304069519,0.8606034517288208,0.6935483813285828,0.7550811171531677
6,0.5791757106781006,0.8669852018356323,0.7056451439857483,0.7353251576423645
7,0.585683286190033,0.8328464031219482,0.6330645084381104,0.7539318203926086
8,0.6117136478424072,0.8473160862922668,0.6854838728904724,0.7247520089149475
9,0.588575541973114,0.8631364107131958,0.7016128897666931,0.7409074306488037
10,0.5835140943527222,0.8532991409301758,0.6814516186714172,0.7351155281066895
11,0.6167751550674438,0.8290969133377075,0.6532257795333862,0.7607515454292297
12,0.613882839679718,0.8067162036895752,0.6774193644523621,0.7542271614074707
13,0.6174982190132141,0.8273422718048096,0.6935483813285828,0.7422261238098145
14,0.6261749863624573,0.8064991235733032,0.7056451439857483,0.7401654720306396
15,0.6406363248825073,0.7941961884498596,0.6935483813285828,0.7118746638298035
16,0.6153289675712585,0.8133679032325745,0.6774193644523621,0.6968892812728882
17,0.622559666633606,0.791339635848999,0.7096773982048035,0.7065354585647583
18,0.6146059036254883,0.811360776424408,0.7096773982048035,0.6978163719177246
19,0.6211135387420654,0.8002005815505981,0.6895161271095276,0.7385376691818237
20,0.6305133700370789,0.7956635355949402,0.6653226017951965,0.740404486656189
21,0.6261749863624573,0.7988114356994629,0.649193525314331,0.7241937518119812
22,0.622559666633606,0.7969700694084167,0.6693548560142517,0.744713544845581
23,0.6276211142539978,0.7890194058418274,0.6612903475761414,0.7484683990478516
24,0.6399132609367371,0.806269109249115,0.6975806355476379,0.7038271427154541
25,0.6182212829589844,0.7865440249443054,0.7177419066429138,0.6942296028137207
26,0.64786696434021,0.7737426161766052,0.6693548560142517,0.7050502896308899
27,0.610990583896637,0.7790727019309998,0.6895161271095276,0.7106745839118958
28,0.6232827305793762,0.7889890670776367,0.6451612710952759,0.7629043459892273
29,0.6283441781997681,0.789654552936554,0.6975806355476379,0.7653274536132812
30,0.6377440094947815,0.7914276719093323,0.649193525314331,0.7610010504722595
31,0.6384670734405518,0.7712185978889465,0.7137096524238586,0.684796929359436
32,0.6297903060913086,0.7822251319885254,0.7177419066429138,0.7031572461128235
33,0.6514822840690613,0.7577513456344604,0.7137096524238586,0.7041673064231873
34,0.6514822840690613,0.7621049284934998,0.6774193644523621,0.7012293934822083
35,0.6601590514183044,0.7510496377944946,0.6935483813285828,0.7175759077072144
36,0.6543745398521423,0.7807345390319824,0.6854838728904724,0.6955490112304688
37,0.6428055167198181,0.7527218461036682,0.6411290168762207,0.7725924849510193
38,0.6420824527740479,0.756626546382904,0.5604838728904724,0.9048253297805786
39,0.6493130922317505,0.7572482228279114,0.6895161271095276,0.7121099829673767
40,0.6348517537117004,0.7722299695014954,0.6653226017951965,0.7528432011604309
41,0.6305133700370789,0.7758740782737732,0.6411290168762207,0.7248184680938721
42,0.6485900282859802,0.759880781173706,0.6451612710952759,0.7752394676208496
43,0.6442516446113586,0.7600005865097046,0.7056451439857483,0.6781227588653564
44,0.6543745398521423,0.7528971433639526,0.6612903475761414,0.7386160492897034
45,0.6456977725028992,0.7421026825904846,0.6895161271095276,0.7208200097084045
46,0.6536514759063721,0.7458974719047546,0.6814516186714172,0.7346243262290955
47,0.639190137386322,0.765224277973175,0.6814516186714172,0.7100501656532288
48,0.64786696434021,0.752533495426178,0.6895161271095276,0.7202863097190857
49,0.6623282432556152,0.7390599846839905,0.7096773982048035,0.6607553362846375
