epoch,accuracy,loss,val_accuracy,val_loss
0,0.4519161283969879,3.0197880268096924,0.5604838728904724,0.9261437654495239
1,0.5560376048088074,1.052192211151123,0.6451612710952759,0.7714526057243347
2,0.5864063501358032,0.9306246042251587,0.5927419066429138,0.8007471561431885
3,0.5437454581260681,0.9708573222160339,0.6088709831237793,0.8410410284996033
4,0.585683286190033,0.9188843965530396,0.6088709831237793,0.848802387714386
5,0.5654374361038208,0.8763092160224915,0.6935483813285828,0.7221230268478394
6,0.5871294140815735,0.8681808114051819,0.6653226017951965,0.7378876209259033
7,0.5798987746238708,0.8730652928352356,0.5645161271095276,0.9029964804649353
8,0.6080983281135559,0.8227836489677429,0.5685483813285828,0.8699640035629272
9,0.5712220072746277,0.847278892993927,0.7177419066429138,0.6886347532272339
10,0.6030368804931641,0.8460922837257385,0.6895161271095276,0.7025247812271118
11,0.6066522002220154,0.8314487934112549,0.6612903475761414,0.7311431169509888
12,0.6211135387420654,0.825369656085968,0.6411290168762207,0.7739007472991943
13,0.6182212829589844,0.8249198198318481,0.6935483813285828,0.7306087613105774
14,0.6203904747962952,0.8226395845413208,0.6814516186714172,0.7132295370101929
15,0.6037599444389343,0.8065943717956543,0.6774193644523621,0.7198684811592102
16,0.6044830083847046,0.8274768590927124,0.7016128897666931,0.7145243883132935
17,0.6059291362762451,0.8189921379089355,0.7177419066429138,0.7003768086433411
18,0.6493130922317505,0.793433666229248,0.6451612710952759,0.7722244262695312
19,0.6268980503082275,0.8207709193229675,0.6411290168762207,0.7569593787193298
20,0.6211135387420654,0.8213488459587097,0.6532257795333862,0.7294563055038452
21,0.6196674108505249,0.8127345442771912,0.6895161271095276,0.7398892045021057
22,0.6406363248825073,0.7896215915679932,0.6169354915618896,0.7979819774627686
23,0.6536514759063721,0.774793267250061,0.725806474685669,0.707788348197937
24,0.64786696434021,0.782541036605835,0.7177419066429138,0.676148533821106
25,0.639190137386322,0.789342999458313,0.7338709831237793,0.6922498941421509
26,0.6319594979286194,0.7931713461875916,0.725806474685669,0.7177354097366333
27,0.6334056258201599,0.8020702004432678,0.6975806355476379,0.6965526342391968
28,0.6268980503082275,0.8076341152191162,0.6935483813285828,0.6861366629600525
29,0.6485900282859802,0.763031005859375,0.6935483813285828,0.6830469369888306
30,0.6550976037979126,0.7665703296661377,0.6693548560142517,0.7592610120773315
31,0.6232827305793762,0.7861140370368958,0.7056451439857483,0.6868929266929626
32,0.6334056258201599,0.7843162417411804,0.6975806355476379,0.7334485054016113
33,0.6276211142539978,0.7773808240890503,0.6572580933570862,0.7680841684341431
34,0.6290672421455383,0.7928677797317505,0.7338709831237793,0.6661378741264343
35,0.6355748176574707,0.7941181063652039,0.7298387289047241,0.6823523044586182
36,0.6493130922317505,0.7855526208877563,0.7096773982048035,0.7105681896209717
37,0.6305133700370789,0.7906301617622375,0.725806474685669,0.7025830149650574
38,0.6543745398521423,0.755540668964386,0.7217742204666138,0.665879487991333
39,0.6384670734405518,0.7554779052734375,0.6370967626571655,0.7406678199768066
40,0.6413593888282776,0.7623416185379028,0.7217742204666138,0.6780726909637451
41,0.6623282432556152,0.7401314973831177,0.6693548560142517,0.7117180824279785
42,0.613882839679718,0.8080314993858337,0.7177419066429138,0.6698485016822815
43,0.6334056258201599,0.7643353343009949,0.6935483813285828,0.7032110691070557
44,0.6522053480148315,0.7709861993789673,0.7056451439857483,0.6766560077667236
45,0.6240057945251465,0.7607837319374084,0.6653226017951965,0.7182571887969971
46,0.6297903060913086,0.7575663924217224,0.7137096524238586,0.6897389888763428
47,0.6435285806655884,0.7621802687644958,0.6854838728904724,0.7112134695053101
48,0.6550976037979126,0.7419278025627136,0.6814516186714172,0.7068488597869873
49,0.6420824527740479,0.7462349534034729,0.6895161271095276,0.7093130946159363
