epoch,accuracy,loss,val_accuracy,val_loss
0,0.46710050106048584,2.100829839706421,0.5483871102333069,0.9858927726745605
1,0.5567606687545776,1.0132774114608765,0.6451612710952759,0.8534897565841675
2,0.6117136478424072,0.9014397263526917,0.5927419066429138,0.8293880224227905
3,0.6189443469047546,0.8365081548690796,0.6411290168762207,0.7686805725097656
4,0.6008676886558533,0.845041036605835,0.6290322542190552,0.7560741901397705
5,0.6052060723304749,0.8562189936637878,0.5967742204666138,0.8344615697860718
6,0.6117136478424072,0.8009607195854187,0.649193525314331,0.6951123476028442
7,0.6464208364486694,0.7722976207733154,0.6572580933570862,0.7583487629890442
8,0.6276211142539978,0.7682367563247681,0.5846773982048035,0.9059405326843262
9,0.6341286897659302,0.7568098902702332,0.6612903475761414,0.6920960545539856
10,0.6377440094947815,0.7704720497131348,0.6370967626571655,0.7318990230560303
11,0.6442516446113586,0.7615566253662109,0.6693548560142517,0.7056018114089966
12,0.6666666865348816,0.7552810907363892,0.6774193644523621,0.686791181564331
13,0.6536514759063721,0.7480819225311279,0.6774193644523621,0.6867966055870056
14,0.6456977725028992,0.756223738193512,0.5967742204666138,0.8763104677200317
15,0.6493130922317505,0.7688910365104675,0.6572580933570862,0.6846914887428284
16,0.6666666865348816,0.7273728847503662,0.6653226017951965,0.7364466190338135
17,0.6644974946975708,0.7369030714035034,0.6612903475761414,0.7215434908866882
18,0.6847432851791382,0.7031988501548767,0.6169354915618896,0.8025476336479187
19,0.6804049015045166,0.7049877047538757,0.6854838728904724,0.7026358842849731
20,0.6623282432556152,0.7100937962532043,0.6693548560142517,0.7150585651397705
21,0.6753434538841248,0.7191450595855713,0.6572580933570862,0.6889416575431824
22,0.6710050702095032,0.7283511161804199,0.5846773982048035,0.8290327191352844
23,0.6579898595809937,0.7166268825531006,0.6209677457809448,0.738177478313446
24,0.6847432851791382,0.6967362761497498,0.6814516186714172,0.7122979760169983
25,0.676066517829895,0.712525486946106,0.6612903475761414,0.7370433211326599
26,0.6919739842414856,0.6978533267974854,0.6169354915618896,0.753653347492218
27,0.687635600566864,0.6837064623832703,0.6451612710952759,0.7466849088668823
28,0.6789587736129761,0.7037049531936646,0.6209677457809448,0.8120434284210205
29,0.6811279654502869,0.6996930241584778,0.6048387289047241,0.7822601795196533
30,0.6941431760787964,0.653658390045166,0.649193525314331,0.7868553400039673
31,0.701373815536499,0.6720609664916992,0.6411290168762207,0.7625588178634644
32,0.6890817284584045,0.6621943116188049,0.6411290168762207,0.7441619634628296
33,0.7049891352653503,0.6644505858421326,0.6411290168762207,0.7613784074783325
34,0.7049891352653503,0.6490416526794434,0.6572580933570862,0.7094644904136658
35,0.701373815536499,0.6542114615440369,0.649193525314331,0.7296433448791504
36,0.6999276876449585,0.6729269623756409,0.6330645084381104,0.8356310129165649
37,0.7158351540565491,0.6453724503517151,0.6612903475761414,0.7582018971443176
38,0.7274041771888733,0.6233026385307312,0.6572580933570862,0.7809991240501404
39,0.7274041771888733,0.6328420042991638,0.6048387289047241,0.9385997653007507
40,0.7252349853515625,0.626939058303833,0.6290322542190552,0.7470489740371704
41,0.7302964329719543,0.6336511969566345,0.6572580933570862,0.7935963273048401
42,0.7259580492973328,0.6146044135093689,0.6572580933570862,0.7957547903060913
43,0.7006507515907288,0.6460226774215698,0.6814516186714172,0.7534796595573425
44,0.7259580492973328,0.6048895716667175,0.6088709831237793,0.8459442853927612
45,0.7136659622192383,0.6127910614013672,0.6653226017951965,0.7482361197471619
46,0.7440347075462341,0.5782306790351868,0.649193525314331,0.7847397923469543
47,0.7201735377311707,0.5812393426895142,0.6451612710952759,0.7998485565185547
48,0.7281272411346436,0.5945858359336853,0.6290322542190552,0.8463478088378906
49,0.7252349853515625,0.6062813997268677,0.5604838728904724,0.9636344909667969
